Kommune,Jahr,Name der Beteiligung,Ausschuss,Thema,Beschlussempfehlung,Begründung,Änderungen,Antragsteller W,Antragsteller M,Antragsteller D,im Ausschuss genehmigt,im Rat genehmigt,AGS,Einwohnerzahl,stärkste Fraktion,Schulform,Bundesland,Klassenstufe,urban/ländlich,Status in echt,Anmerkungen,Ansprechpartner
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Unterstützung für Bedürftige,"Der Kreistag möge beschließen, dass Bedürftige bspw. Obdachlose und Flüchtlinge mehr Unterstützung bekommen. Es sollen mehr Unterkünfte und Versorgungsmöglichkeiten geschaffen werden.","Es gibt immer noch zu viele hilfsbedürftige Menschen, die am Existenzminimum leben und/oder wegen bspw. Kriegen geflüchtet sind. Diese Menschen brauchen sowohl finanzielle Hilfe, als auch die Möglichkeit an einem hygienischen Ort zu leben.",,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Mehr Angebote für Jugendliche,"Der Kreistag möge beschließen, dass mehr Angebote für alle Altersklassen (13-18 Jahre) ermöglicht und gefördert werden, wie zum Beispiel Sportvereine, Museen oder andere Plätze, die Jugendliche gerne besuchen.","Das Thema ist wichtig, da viele Jugendliche in ihrer Freizeit nicht wissen, was sie machen sollen oder eher unproduktive Sachen machen. Besser wäre es, wenn diese sich Hobbys (z.B. Sportvereine o.ä) aussuchen mit denen Jugendliche sich in ihrer Freizeit beschäftigen und weiterbilden.",,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Mehr Freizeitaktivitäten und Angebote,"Der Kreistag möge beschließen, dass mehr Angebote für alle Altersgruppen gestellt werden, wie zum Beispiel Sportaktivitäten, Jugendhäuser oder auch Seniorentreffs. Diese Angebote sollten mehr beworben werden und dafür Anreize geschafft werden. Kleinere Vereine sollten unterstützt werden, hierbei könnten Sponsoren aushelfen.","Viele Menschen sind durch die Pandemie sehr vereinsamt, in Freizeitangeboten könnten Sie mit anderen Leuten wieder etwas Gemeinschaft erfahren und sich nicht mehr so alleine fühlen. Vor allem bei Senioren, die eventuell auch noch alleinstehend sind, könnte dies ein guter Weg sein, sie wieder am Leben etwas mehr Freude zuhaben.",,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Jährliche Suchtprävention,"Der Kreistag möge beschließen, dass es ein jährliches Angebot zur Suchtprävention mit Schwerpunkt auf Schulen und Jugendliche aber auch für Interessierte gibt. Bei Ärzten und Kliniken kann nach ehrenamtlichen Interessierten Nachgefragt werden. In Schulen und bei sozialen Treffpunkten wird aktiv dazu eingeladen. Finanzierung: Spenden/ steuerlich Unerstützt/ Sponsoren.","Es soll Aufklärung und der Umgang mit oder als Süchtiger vermittelt werden. Möglichkeit der Integration in die Gesellschaft soll geboten werden und Süchtige sollen sich verstanden fühlen, gerade in Zeiten, in denen Sucht eine große Rolle spielt.",Programm als Pflichtangebot an den Schulen.,,,,ja,ja,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Mehr Entscheidungsmacht für Schüler,"Der Kreistag möge beschließen, dass Schüler*innen öfter mit entscheiden können oder deren Wünsche und Meinungen berücksichtigt werden. Man könnte dies z.B. durch Abstimmung oder Umfragen bei Schüler*innen umsetzen und an eine Anlaufstelle des Landkreises bzw. an den Kreistag weiterleiten.","Da oft Entscheidungen getroffen werden, die nicht immer im Sinn der Schüler*innen sind und so Schüler*innen teilweise die Schule o.ä. nach ihren Interessen mit gestalten könnten.",Es soll eine Anlaufstelle für die SV im Kreistag geschaffen werden.,,,,ja,ja,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Notwendige Lebensmittel überall,"Der Kreistag möge beschließen, dass Supermärkte in jedem Ort zu finden sind. Diese Supermärkte müssen nicht sonderlich groß sein, doch sollten die wichtigsten Dinge enthalten.","Personen, welche kein Auto besitzen müssen kein Geld für den ÖPNV ausgeben. Durch kürzere Wege, wird wenig bis gar kein Benzin verbraucht (wenn man zu Fuß geht). Das Thema ist sehr wichtig, da es jeden Menschen täglich betrifft. Niemand möchte viele Kilometer für eine Packung Mehl fahren.",,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Bildung, Soziales",Hessentickets für Schüler,"Der Kreistag möge beschließen, dass Kosten der Fahrkarten für alle Schüler übernommen werden. Das Hessenticket gilt aktuell nur für Schüler, die einen gewisse Entfernung zwischen Schule und Wohnort haben, was dazu führt, dass jede anderweitige Fahrt mit der Schule selbst bezahlt werden muss. Deshalb wäre ein Hessenticket für alle Schüler fair.","Es herrscht eine finanzielle Ungerechtigkeit bei Schulausflügen, da manche Schüler die Kosten für Fahrten übernommen bekommen (Hessenticket) und manche nicht.",,,,,ja,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",ÖPNV-Ticket für alle Schüler,"Der Kreistag möge beschließen, jedem Schüler im Lahn-Dill-Kreis das ÖPNV-Ticket freizustellen, egal wie nah oder weit weg der Schüler oder die Schülerin an der Schule wohnt.","Es ist besser für die Umwelt, wenn jeder Schüler oder jede Schülerin die Möglichkeit hat, mit dem ÖPNV kostenlos zu fahren, denn dadurch wird das Auto zum Transport weniger benutzt. Manche Menschen fällt die Finanzierung schwer und dadurch werden die Schüler unterstützt.",,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Säuberung von Dörfern und Städten,"Der Kreistag möge beschließen, dass von Seiten des Kreises mehr Aktionen zur Reinigung der Mitgliedersorte gestartet werden und, dass diese vermehrt über das Internet verbreitet werden, dies kann bspw. über den Instagram-Account des Kreises geschehen.","Bewohner sollen zum Reinigen des eigenen oder eines Nachbarortes angeregt werden, um sich dann in ihrer Umgebung wohlfühlen zu können. Die gemeinsame Aktion stärkt das Gemeinschaftsgefühl. Die Sauberkeit der Orte kann für Bevölkerungszuwachs sorgen, da sie einladender wirken.",Das Thema soll in der Bürgermeisterdienstversammlung angesprochen werden.,,,,ja,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Begrünung der Städte,"Der Kreistag möge beschließen, dass Städte und Kommunen stärker begrünt werden. Dazu gehört die Bepflanzung von Haltestellen, Gebäuden und öffentlichen Plätzen etc. Außerdem mehr Grün- und Rasenflächen und erhöhte Pflanzung von Bäumen und die Einschränkung von umweltschädlichen Neubaugebieten.","Durch den Klimawandel nimmt die Hitzebelastung immer weiter zu, während die Biodiversität abnimmt. Weitreichende Begrünung der Städte kann das Biodiversitätsproblem und neue Bäume das Klima innerhalb der Stadt mindern.",Statt Vorschrift: Appell an Städte in der Bürgermeisterdienstversammlung.,,,,ja,ja,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Mehr Radwege,"Der Kreistag möge beschließen, dass mehr Radwege an viel befahrenen Straßen im Landkreis errichtet werden sollen.","Wir kommen zu unserem Beschluss, da viele Menschen Autos als Verkehrsmittel bevorzugen und wir dies ändern wollen. Bei mehr Radwegen werden auch wahrscheinlich mehr Leute mit dem Fahrrad fahren. Dies ist außerdem auch gut für die Umwelt und es ist dabei auch noch sicherer für die Radfahrer, auf richtigen Wegen statt auf der Straße mit den Autos zu fahren.",,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Mehr Mülleimer an öffentlichen Orten,"Der Kreistag möge beschließen, dass mehr öffentliche Plätze mit Abfalleimern versehen werden, welche zudem die Trennung von Abfällen ermöglicht.","Durch diesen Antrag soll Umweltverschmutzung an öffentlichen Orten eingegrenzt werden. Beispielsweise befinden sich in der Nähe von Wasserregionen verhältnismäßig zu wenig Mülleimer der Fläche entsprechend. Außerdem soll hiermit die Trennung von Abfällen gefördert werde, damit diese recycelt werden können. Die Finanzierung soll durch Spendenaufrufe erfolgen.",Kosten übernimmt der Kreis (keine ausschließliche Spendenfinanzierung). Appell an Städte in der Bürgermeisterdienstversammlung sowie direkte Umsetzung an kreiseigenen Plätzen.,,,,ja,nein,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Aufforstung der Wälder,"Der Kreistag möge beschließen, Wälder schneller aufzuforsten und dabei vermehrt auf Mischwälder zu setzen. Des Weiteren soll eine schnellere Reaktion bei Borkenkäferbefall gezeigt werden.","Durch den Klimawandel kam es vermehrt zu Waldbränden und Borkenkäferausbrüchen, dadurch ist der Waldbestand stark zurück gegangen. Es benötigt eine stärkere Form der Aufforstung, um diesen Schaden auszugleichen","Kommunen sollen dazu aufgefordert werden, CFC-Zertifikate für ihre Wälder zu erlangen.",,,,ja,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",E-Busse,"Der Kreistag möge beschließen, dass Elektrobetriebene Busse als Ersatz für die Verbrenner eingesetzt werden.","Es gibt viele Busse die regelmäßig von Schülern und anderen Bürgern genutzt werden. Da diese von Verbrenner-Motoren betrieben werden, stoßen sie viel Co2 aus. Dies kann durch E-Busse verringert werden.",,,,,nein,nein,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Solaranlagen fördern,"Der Kreistag möge beschließen, dass Solaranlagen noch weiter gefördert werden. Der Ansatz dazu wäre, Solaranlagen für Bürger (Haushalte, Firmen, andere Gebäude mit freien Flächen) den Kreis kaufen zu lassen. Der Konsument müsste diese Kosten über Zeit zurückzahlen, mindestens so viel monatlich, wie durch den nicht gekauften Strom eingespart wurde. Am Ende stünden beide bei Null, der Konsument hat aber eine Solaranlage, wodurch er unabhängiger wäre und Strom einsparen würde, in der Hinsicht, dass er weniger zu kaufen hätte.","Der Strompreis steigt immer mehr und es hat sich gezeigt, dass Abhängigkeit im Bezug auf Energie gefährlich und dumm ist. Daher würde mehr Unabhängigkeit der Bürger helfen. Des Weiteren ist grüner Strom wichtig, fossile Energien halten nicht ewig und sind umweltschädlich. AKWs haben auch ihre Nachteile, auf die ich nicht weiter eingehen muss, wie ich denke.",Zunächst soll es eine Testphase auf öffentlichen Gebäuden geben.,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Lohnerhöhung im Sozial- und Gesundheitswesen,"Der Kreistag möge beschließen, dass Angestellte im Bereich Soziales und Gesundheit eine bessere und fairere Bezahlung erhalten.","Die Betroffenen verdienen meistens zu wenig für die Leistung, die sie erbringen. Durch den Ausbruch des Coronavirus wurden die Arbeitsstunden noch erhöht und durch die Inflation verdienen sie noch weniger. Dies sollte durch Lohnerhöhungen ausgeglichen werden.",,,,,zurückgezogen,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Überfüllung öffentlicher Mülleimer,"Der Kreistag möge beschließen, dass die öffentlichen Mülleimer täglich entleert werden sollen.","Es ist wichtig für die Umwelt, da aufgrund der überfüllten Mülleimer oft Müll daneben oder in Büsche geworfen wird. Außerdem sieht es einfach nicht schön aus und stinkt. Die ganzen Punkte können ein schlechtes Licht auf den Landkreis werfen. Die Lösung ist machbar und notwendig.",Nur alle 2-3 Tage. Zudem soll ein Appell an Kommunen zur Umsetzung gerichtet weden sowie Fördermittel vom Lahn-Dill-Kreis bereitgestellt werden.,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Unterstützung von Kleinunternehmen,"Der Kreistag möge beschließen, dass Kleinunternehmen, etwa Bäckereien, zu unterstützen und jene attraktiver zu machen. Dies kann durch die Mehrwertsteuersenkung oder dem Kommunizieren mit Konsumenten durch soziale und traditionelle Medien durch Bekanntmachung der Vorteile, die Kleinunternehmen bieten – jene sind oft klimaneutraler – geschehen.","Als Begründung dessen dient die Aufrechterhaltung der Kultur in Dörfern. Des Weiteren sind Kleinunternehmen öfter klimaneutraler, so dass der Aspekt der Umwelt dieses Vorgehen untermauern würde. Abschließend würde man das Risiko, einem Arbeitsplatz in einen Kleinbetrieb zu verlieren, senken.","Statt Steuersenkung: Fördermittel vom Lahn-Dill-Kreis, außerdem LDK-Payback-Karte für Kleinunternehmen.",,,,ja,ja,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Reduktion nächtlicher Beleuchtung,"Der Kreistag möge beschließen, dass die Beleuchtung von Schaufenstern, Werbetafeln und Sehenswürdigkeiten nachts (von 21 bis 5Uhr) verboten wird.",Gerade in diesen Zeit ist die Beleuchtung unnötig und verschwendet Energie. Ein zusätzliches Problem ist z.B die Luftverschmutzung.,Gilt nur für öffentliche Gebäude.,,,,ja,ja,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Schutz der Dill,"Der Kreistag möge beschließen, dass es mehr Projekte zum Schutz und zur Reinhaltung der Dill geben soll bzw. diese gefördert werden sollen.","Das wäre eine große Hilfe, da es der Umwelt und den Fischen helfen würde. Außerdem würde es zu schöneren Stadtbildern beitragen.",Schutz der Dill und der Lahn.,,,,nein,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Bepflanzen von Freiplätzen im Lahn-Dill-Kreis,"Der Kreistag möge beschließen, den Lahn-Dill-Kreis mit Pflanzen und Bäumen zu bepflanzen. Jene können durch den Kreistag und mit Aufrufen durch Freiwillige finanziert werden.","Es ist unumstritten, dass Kohlenstoffdioxid ein Treibhausgas ist und einen erheblichen Anteil am Klimawandel hat. Um dem entgegenzuwirken, wollen wir Freiplätze mit Pflanzen und Bäumen beglänzen, damit sie jenen in Sauerstoff umwandeln.",,,,,zurückgezogen,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Lahn-Dill-Kreis,2022,Pimp Your Town!,"Wirtschaft, Umwelt",Bienenfreundliche Stadtbeflanzung,"Der Kreistag möge beschließen, dass freie Flächen in der Stadt (wie z.B. Kreisverkehre) mit bienenfreundlichen Blumen bepflanzt werden.","Der Bienenbestand geht in Deutschland immer mehr zurück, deshalb ist es wichtig ist, genug Lebensraum für Bienenvölker zu bieten - auch in Städten.",,,,,zurückgezogen,,06532012,253777,SPD,Gymnasium,Hessen,10,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Hundeplätze/Wiese in Logabirum und Nortmoor,"Der Stadtrat möge beschließen, dass ein Hundeplatz bzw. eine Hundewiese zum Spielen für Hunde in Logabirum und Nortmoor gebaut werden.","Fast jeder in Logabirum und Nortmoor hat einen Hund bzw. mehrere. Wenn es aber heiß ist, kann man mit Hunden nicht einfach auf Gehwegen spazieren gehen, da die Steine zu heiß sind. Deswegen wäre eine Hundewiese perfekt, weil das Gras nicht zu heiß wird und die Hunde sich nicht verbrennen können. Da die ganzen Parks zu weit weg sind um hinzulaufen, ist es zu viel Stress für die Hunde, weil auch nicht alle Besitzer/innen die Möglichkeit haben dort hinzugelangen und auch nicht alle Hunde es mögen Auto zufahren. Deswegen wäre eine Hundewiese in der Mitte vom Dorf optimal.",,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",neue und weitere Mülleimer,"Der Stadtrat möge beschließen, dass weitere flächendeckend Mülleimer aufgestellt werden. Diese sollten ein größeres Volumen haben und möglichst vandalismussicher sein.",Weil viele ihren Müll auf die Straße werfen und nicht in den Mülleimer und oft Kinder öffentliche Mülleimer auf jegliche Art kaputt machen. Deswegen sollte es sie an mehren Orten und Plätzen in der Stadt geben.,Die Mülleimer sollen nicht elektrisch sein.,,,,ja,ja,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Ändern Kreuzung am Bummert,"Der Stadtrat möge beschließen, dass die Kreuzung am Bummert wieder zum Kreisverkehr geändert wird.","Es sind zu viele Ampeln, und zu viele Unfälle, ein Kreisverkehr ist einfacher.",Es soll außerdem weniger Ampeln geben.,,,,nein,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Straßenbeleuchtung ausbauen und nicht früh ausschalten,"Der Stadtrat möge beschließen, dass mehr Straßenbeleuchtung installiert wird (z.B. im Julienpark) und die Straßenbeleuchtung nicht bereits so früh ausgeschaltet wird.","Es sollte mehr Straßenbeleuchtung geben, da es insbesondere Nachts an einigen Orten wie beispielsweise dem Julienpark sehr dunkel ist. Die Straßenlaternen gehen auch manchmal aus, wenn man noch draußen und es noch dunkel ist. Im Dunkeln fühlen sich viele Menschen unwohl und es ist gefährlicher. Besonders auf dem Dorf sind die Wege außerdem sehr uneben und die Schlaglöcher sind nicht schnell genug zu erkennen.",,,,,ja,ja,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",,,,,,,,,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Bussystem ausbauen,"Der Stadtrat möge beschließen, dass die Busse öfter am Tag fahren und nicht nur jede Stunde/ alle zwei Stunden. Mindestens jede halbe Stunde oder öfter. Es soll mehr Busverbindungen geben (z.b. eine Bus der nach Moormerland fährt). Es währe gut, wenn Busse mehr in Wohngebiete fahren. Es sollen privat Busse für die Schulen zur Verfügung gestellt werden.","Viele Kinder können z.B. nicht zur 3. Stunde fahren weil kein Bus fährt, weil die aller zwei Stunden fahren. Oder viele können nicht nach der 4. Stunde fahren, weil da kein Bus für die Kinder aus Moormerlandfährt. Wir fahren mit einem Linienbus, dadurch können viele Einwohner nicht mehr mit dem Bus fahren, weil der Bus so voll ist.",,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",,,,,,,,,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Parkplätze in der Stadt,"Der Stadtrat möge beschließen, dass es mehr kostenlose Parkplätze in der Stadt gibt.","Ich finde es wichtig, dass mehr kostenlose Parkplätze gebaut werden sollen, weil ich finde, dass es zu viele Arbeitsstellen gibt wo man einfach nicht kostenlos parken kann / darf.",,,,,nein,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Öffentliche Toiletten in Leer,"Der Stadtrat möge beschließen, dass mehr Toiletten in Leer gebaut werden.","Weil es zu wenige Toiletten in Leer gibt und man in den Geschäften nicht auf Toilette gehen darf, z.B. nur beim Bäcker, oder man muss durch die ganze Stadt laufen um auf Toilette gehen zu können. Außerdem bei den wenigen Geschäften wo eine Toilette ist, machen die Läden ja auch schon eher zu und wenn man länger in der Stadt ist, kann man gar nicht auf Toilette gehen. Zudem haben die meisten Geschäfte gar kein Kundenklo.",,,,,ja,ja,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Umweltbildung interessant machen,"Der Stadtrat möge beschließen, dass es ein Projekte gibt, in welchen darüber es geredet wird um die Kinder näher an dieses Thema gebracht werden.",Weil es uns und unseren Planeten beeinflusst und wichtig für die Zukunft ist.,Der Antrag wird an den Kinder- und Jugendausschuss weitergeleitet,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Bessere Busfahrlinien,"Der Stadtrat möge beschließen, dass ein Bus um 14:30 Uhr nach Mormerland fährt.","Ich finde es wichtig, dass der Bus 621 um 14:30 Uhr fährt, da sonst erst ein Bus um 15:30 Uhr nach Mormerland fährt. Wir kommen also nach der Schule nicht nach Hause.",,,,,nein,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Rauchverbot Busshaltestellen,"Der Stadtrat möge beschließen, dass Rauchen an Bushaltestellen untersagt ist.",Wir beantragen das aus gesundheitlichen und hygienische Gründen gegenüber den kleinen Kindern und den Nichtrauchern.,,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Straßenlaternen,"Der Stadtrat möge beschließen, dass es mehr Beleuchtung gibt, beispielsweise im Julienpark.","Es sollte mehr Straßenbeleuchtung geben, da es insbesondere im Winter an Orten wie dem Julienpark sehr dunkel ist.",,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,"Umwelt, Verkehr",Mietbare E–Scooter und mehr Ladestationen,"Der Stadtrat möge beschließen, dass die Stadt mietbare E–Scooter sowie genügend Ladestationen für E-Fahrzeuge (Scooter, Fahrräder etc.) anbietet.","Einen mietbaren E–Scooter braucht man, wenn der Bus nicht kommt. Wenn einer dann kein Fahhrad hat, kann mann schnell mit dem E–Scooter fahren und man kommt nicht zu spät.",,,,,ja,ja,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Neue Spielplätze in Logabirum,"Der Stadtrat möge beschließen, dass es mehr Spielplätze in Logabirum gibt.","Wir stellen diesen Antrag, weil auf den meisten Spielplätzen Glassplitter sind und sich dort dann viele Kinder verletzen können. Außerdem gibt es in Logabirum nur einen Spielplatz.",,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Mehr Basketballplätze,"Der Stadtrat möge beschließen, dass mehr Basketballplätze gebaut werden.",Es gibt viel zu wenige Basketballplätze und die meisten haben kein Korb.,,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Binden/Tampons in der Mädchentoilette,"Der Stadtrat möge beschließen, dass auf öffentlichen Toiletten für Frauen / Mädchen Binden und Tampons für einen geringen Preis in Automaten zur Verfügung gestellt werden sollen.",Falls eine weibliche Person plötzlich ihre Tage bekommt oder falls sie selber nichts dabei hat.,Das Freibad soll an das vorhandene Hallenbad angebaut werden.,,,,ja,nein,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Neues Freibad,"Der Stadtat möge beschließen, dass ein neues Freibad gebaut wird.","Damit die Jugendlichen im Sommer auch nach draußen gehen. So können Sie Sport treiben, das ist gesund. Außerdem trifft man sich mit Freunden und es ist gut für die Psyche.",,,,,ja,ja,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Rauchverbot im Julianenpark,"Der Stadtrat möge beschließen, dass ein Rauchverbot im Julianenpark eingeführt wird.","Aufgrund der vielen Raucher im Julianenpark ist die Luft im Julianenpark verschmutzt, obwohl es eigentlich ein Erholungsort sein sollte.",Zusätzliche Errichtung von Mülleimern,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,"Ein Freibad und Hallenbad mit extras (Rutschen, Whirlpool)","Der Stadtrat möge beschließen, dass wir für mehr Spaß in unserer Plytje Hallenbad, vielleicht eine Rutsche oder ein Whirlpool haben könnten. Sowie ein Freibad damit man im Sommer draußen schwimmen gehen könnte.",Im Sommer ist es langweilig in ein Hallenbad zu gehen und besonders wenn es im Hallenbad nichts gibt was man machen kann.,,,,,nein,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Neue öffentliche Fußballfelder,"Der Stadtrat möge beschließen, dass mehrere und größere Fußballfelder gebaut werden.",Damit mehr Jugendliche Platz zum Fußball spielen haben. Es ist eine sportliche Betätigung. Man kann sich mit Freunden treffen und das tut einem gut.,,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Sanierung der öffentlichen Spielplätze,"Der Stadtrat möge beschließen, dass die öffentlichen Spielplätze in Leer, unterwandertem in Longabirum, saniert werden.",Die bestehenden Spielplätze sind beschädigt und bilden unteranderem durch Glasscherben ein Verletzungsrisiko. Durch vernünftige Spielplätze haben Kinder die Möglichkeit ihre Zeit besser draußen zu verbringen.,,,,,ja,nein,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Mehr Sitze am Stadthafen,"Der Stadtrat möge beschließen, dass mehr Sitzplätze am Stadthafen errichtet werden, dass Jugendliche mehr Orte haben wo sie sich entspannen könnten.",Es gibt am Stadthafen nur wenige Sitzmöglichkeiten und einige davon sind noch zerstört. Deswegen brauchen wir neue Sitze oder Bänke.,,,,,nein,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Öffentliche Einrichtungen für den Winter,"Der Stadtrat möge beschließen, dass es im Winter öffentliche Einrichtungen gibt, in die man gehen kann mit Freunden um Spiele zu spielen, wie Billiard etc.","Weil es generell nicht so viele Orte gibt, wo man chillen kann. Da es im Winter entsprechend kalt ist wollen wir ein Ort, wo man hingehen kann, sich hinsetzen kann, es warm ist und man mit sein Freunden Spaß haben kann.",Antrag zurückgezogen,,,,,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Jungendtreffen organisieren und bewerben,"Der Stadtrat möge beschließen, dass mithilfe der Stadt regelmäßige Jungendtreffen organisiert werden.","Damit Jugendliche mehr soziale Kontakte haben und pflegen, um die Kommunikation der Jungendliche zu steigern",Antrag zurückgezogen,,,,,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Mehr Sportplätze,"Der Stadtrat möge beschließen, dass in der Stadt Leer mehrere Sportplätze gebaut/erneuert werden.","Es gibt viele Sportplätze die nicht mehr so gut aussehen und es schwierig darauf ist zu spielen. Viele haben Hobbys, die sie nach einer Erneuerung von den Sportplätzen besser nachgehen können.",,,,,ja,,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
Leer,2023,Pimp Your Town!,Jugend,Multifunktionales Sportplatz Zentrum (Outdoor),"Der Stadtrad möge beschließen, dass es ein multifunktionales Sportplatz Zentrum geben soll, damit viele Sportarten zentral sind. Wie zum Beispiel Fußball, Basketball, Volleyball und so weiter.","So kann man viele Sportarten zentral spielen und kann sich auch nochmal umentscheiden , ohne weit zum nächsten Sportplatz gehen zu müssen.",,,,,ja,ja,03457013,35662,SPD,,Niedersachsen,,ländlich,,,
